ugCourse,ugSpecialization,jobRole,cgpa,historyofBacklogs,computerLiteracy,problemSolving,TechnicalSkill,ResearchSkill,communicationSkill,interpersonalSkill,teamwork,adaptability,timeManagement,emotionalIntelligence,continousLearning,leadership
BBA,Human Resource Management,Human Resources Manager,10.0,12.9,8.6,7.5,4.9,3.0,7.6,6.2,7.9,1.8,0.8,1.1,2.4,0.7
BCom,Marketing,Sales Executive,4.0,2.7,1.1,5.4,3.3,5.9,1.8,3.6,4.2,5.9,4.9,9.7,3.7,1.1
BArch,Interior Design,Sustainability Consultant,2.0,11.4,3.3,9.6,2.6,9.6,7.9,6.1,3.6,5.3,0.8,3.5,3.5,4.4
BCA,Web Development,Game Developer,6.9,10.8,3.4,3.3,2.3,0.3,6.8,3.8,1.8,5.5,1.1,2.7,7.3,6.6
BSA,Space Engineering,Intergalactic Diplomat,6.8,1.6,4.7,1.8,4.8,8.0,0.8,1.3,9.6,7.4,2.4,7.5,1.2,2.5
BFA,Sculpture,Photographer,8.2,8.9,9.8,3.9,3.2,1.6,1.8,5.9,8.5,0.1,2.7,5.4,7.1,3.7
BSA,Astrophysics,Astro-Ethnographer,2.7,8.6,2.7,1.3,0.2,9.6,6.8,7.2,5.0,8.2,3.5,8.5,8.7,1.9
BArch,Architecture,Building Inspector,9.8,12.6,6.0,7.3,3.8,4.8,4.0,6.0,4.7,6.0,0.7,6.8,0.6,1.0
BCom,Accounting,E-commerce Manager,1.4,5.2,6.2,4.9,7.0,3.7,5.0,4.4,9.2,9.4,8.7,2.3,7.6,1.8
BE or BTech,Computer Science,Automotive Engineer,9.1,5.5,5.0,9.6,6.7,1.3,1.8,3.9,2.9,4.4,2.2,9.5,0.5,0.8
BSc,Chemistry,Research Scientist,2.8,10.5,2.3,0.8,2.6,9.0,0.2,8.2,0.8,7.4,1.0,4.1,9.0,8.9
BArch,Interior Design,Building Inspector,6.3,9.6,9.9,4.8,0.2,0.6,8.6,6.9,8.0,6.7,4.5,5.4,2.9,8.5
BSA,Space Technology,Space Musician,3.2,14.8,4.4,5.6,2.5,5.4,4.2,1.4,6.3,1.6,0.8,0.0,6.8,5.4
BA,History,Fundraiser,9.7,1.5,6.1,4.8,4.2,3.6,7.7,0.6,1.2,10.0,1.1,6.9,7.5,8.3
BArch,Urban Planning,Interior Designer,1.3,1.8,2.5,0.2,8.5,0.8,7.7,2.0,6.4,3.9,1.4,3.6,0.3,4.7
BA,Economics,Customer Service Representative,2.9,12.6,6.5,8.7,3.5,2.2,5.8,4.9,3.3,2.5,8.2,2.4,9.5,7.6
BSA,Astrophysics,Interstellar Photographer,4.4,7.4,5.2,3.4,9.6,7.0,0.1,9.7,4.5,2.4,0.1,3.3,5.0,6.5
BCA,Web Development,Database Administrator,1.4,4.4,9.5,2.7,6.1,7.5,7.6,5.0,9.8,9.9,2.9,2.1,8.8,6.7
BSc,Chemistry,Environmental Scientist,3.0,6.5,8.2,2.2,0.1,2.1,6.7,2.3,5.1,6.7,7.7,3.4,8.9,1.4
BCom,Accounting,Sales Executive,6.9,3.9,7.7,3.9,9.2,1.6,7.8,1.5,1.4,6.2,8.0,9.3,2.1,8.1
BCA,Information Technology,Game Developer,6.4,10.9,3.6,5.3,9.6,7.2,5.9,5.0,1.0,9.8,5.3,10.0,6.7,9.8
BE or BTech,Civil Engineering,Civil Engineer,7.9,2.7,2.9,6.1,9.7,6.4,2.4,0.5,2.8,5.9,3.9,7.8,6.2,8.9
BCA,Software Engineering,Web Developer,7.7,11.2,6.4,6.1,9.9,6.6,5.9,2.9,6.0,0.7,1.7,4.7,4.4,8.2
BEd,Secondary Education,Curriculum Developer,2.7,2.6,0.3,2.6,8.5,1.5,7.8,5.3,7.3,9.8,8.2,5.1,4.1,8.3
BFA,Fine Arts,Illustrator,6.2,1.4,9.2,1.6,7.6,2.0,5.8,9.6,4.3,1.5,8.1,5.2,4.0,1.0
BEd,Elementary Education,Tutor,4.5,9.5,0.8,4.0,1.8,3.3,8.0,5.1,5.3,4.9,3.8,6.0,3.7,3.2
BEd,Special Education,Tutor,3.6,11.2,3.9,10.0,9.0,6.3,3.9,2.2,2.1,2.2,7.2,4.2,1.7,7.4
BFA,Sculpture,Illustrator,6.3,7.0,7.5,1.5,4.8,4.5,3.5,9.4,3.9,4.5,8.6,4.0,6.4,3.0
BSA,Astronomy,Astrobiologist,9.3,10.8,7.0,2.7,1.2,0.0,6.3,1.9,5.0,1.5,4.5,5.5,2.2,3.7
BFA,Graphic Design,Multimedia Artist,5.5,12.2,3.8,9.7,0.5,9.2,9.7,2.9,8.6,5.4,4.6,5.3,1.7,6.0
BCA,Web Development,Computer Programmer,3.1,7.6,5.8,5.8,5.2,6.2,2.1,7.6,1.4,3.6,9.5,3.7,0.5,2.0
BArch,Interior Design,Construction Manager,1.5,0.5,4.1,7.7,6.0,5.9,2.8,9.8,7.9,5.5,5.7,6.1,6.1,1.8
BSA,Space Engineering,Astrobiologist,7.5,7.3,7.2,9.7,3.2,8.3,0.3,0.1,8.9,6.8,5.6,6.0,7.6,1.6
BSA,Space Engineering,Exoplanetary Geologist,7.9,6.4,1.7,8.5,6.3,1.7,9.4,4.1,5.1,9.3,6.5,3.1,7.8,9.4
BSA,Space Technology,Spacecraft Designer,4.3,6.5,9.4,6.4,8.3,6.5,3.7,8.5,8.0,0.4,1.0,0.6,4.3,2.5
BE or BTech,Computer Science,Biomedical Engineer,9.4,2.4,1.0,10.0,6.8,5.2,2.3,3.3,4.0,6.5,4.7,9.6,2.7,2.9
BFA,Graphic Design,Graphic Designer,2.5,14.9,6.7,10.0,7.5,7.7,0.2,6.3,6.2,1.6,3.7,7.8,4.1,6.6
BA,English Literature,Social Media Manager,3.4,8.7,3.6,2.9,0.3,7.2,6.0,4.0,6.4,2.1,3.2,7.1,7.7,3.2
BBA,Human Resource Management,Entrepreneur,9.6,5.2,0.3,0.2,5.8,5.8,7.1,3.4,8.1,2.0,4.5,2.9,6.4,9.1
BCom,Finance,E-commerce Manager,4.4,2.0,9.9,0.5,2.6,0.5,7.4,6.1,1.9,7.2,2.3,1.9,0.7,6.9
BCom,Management,Financial Analyst,4.6,9.0,3.8,4.0,7.8,5.4,5.7,7.8,9.7,0.3,6.3,5.4,5.2,4.5
BSA,Space Engineering,Cosmic Philosopher,6.5,4.0,6.1,9.3,5.4,7.1,8.0,0.5,5.3,4.0,9.6,7.0,8.5,7.7
BBA,Human Resource Management,Sales Manager,3.8,9.7,1.9,1.8,1.7,2.6,4.4,5.6,6.6,9.1,0.2,7.9,7.3,8.0
BE or BTech,Civil Engineering,Robotics Engineer,9.9,11.3,4.9,3.2,0.1,1.4,1.1,7.5,1.7,9.4,7.2,7.9,7.5,2.1
BBA,Business Administration,Financial Analyst,4.7,9.5,2.2,9.4,3.7,8.4,4.2,8.7,4.7,9.4,3.6,6.9,5.3,0.1
BSA,Astronomy,Space Artist,3.8,12.7,4.5,5.8,8.6,3.5,6.3,7.9,5.7,9.7,4.8,0.6,9.0,4.6
BEd,Early Childhood Education,Special Education Teacher,2.9,9.1,1.5,8.7,1.0,7.5,3.0,0.5,6.2,8.4,1.5,2.2,2.9,6.4
BFA,Sculpture,Interior Designer,9.6,0.0,0.1,6.5,4.5,1.2,9.5,2.4,2.3,6.8,2.6,0.4,9.9,7.9
BSc,Biology,Biomedical Engineer,9.1,7.9,7.1,0.7,3.9,7.0,1.9,9.0,3.3,3.7,1.2,0.4,1.6,9.7
BSA,Space Technology,Intergalactic Diplomat,5.4,0.8,4.9,8.6,9.5,1.8,2.1,2.6,4.2,6.3,3.4,4.1,5.3,8.7
BArch,Architecture,CAD Technician,8.9,8.0,6.5,3.4,2.4,1.3,8.5,8.5,8.7,5.0,9.7,6.5,7.8,6.9
BFA,Painting,Illustrator,5.3,3.9,8.0,6.0,7.9,0.2,3.2,2.3,2.8,7.4,5.0,7.4,5.5,9.7
BA,History,Public Relations Specialist,7.1,0.3,3.2,9.7,4.9,1.0,5.5,6.3,1.1,9.9,3.1,3.8,7.4,0.5
BFA,Painting,Art Director,3.1,3.9,0.0,7.1,2.5,3.8,0.9,8.7,2.1,0.2,4.0,3.0,5.6,2.2
BSc,Physics,Epidemiologist,7.0,6.9,6.7,6.4,5.4,4.2,4.9,6.8,4.4,0.5,6.2,5.4,8.1,7.6
BA,History,Fundraiser,5.4,10.9,2.7,9.7,0.4,7.8,2.5,4.3,9.4,10.0,8.7,0.6,6.7,6.3
BArch,Urban Planning,Interior Designer,3.6,2.5,9.3,8.6,2.2,9.0,2.1,4.1,6.4,5.2,0.0,3.4,9.6,1.5
BFA,Sculpture,Film and Video Editor,2.8,8.8,6.5,3.7,3.2,10.0,8.3,1.4,2.1,6.1,3.6,0.0,9.9,2.5
BBA,Business Administration,Financial Analyst,4.2,11.2,3.1,8.3,7.6,3.9,9.3,4.8,3.9,8.9,0.6,8.4,6.8,8.9
BSc,Biology,Statistician,6.4,8.3,4.6,8.2,4.4,3.1,5.4,2.1,6.4,1.6,4.3,0.2,7.0,1.2
BSc,Chemistry,Lab Technician,6.7,3.8,6.7,0.5,1.0,2.9,3.3,9.1,1.4,2.7,8.7,1.8,2.0,2.6
BE or BTech,Civil Engineering,Network Engineer,6.0,11.2,5.5,2.4,3.5,6.3,4.6,4.4,1.0,3.5,5.7,1.6,6.3,0.6
BSc,Biology,Forensic Scientist,3.2,10.8,8.1,5.3,4.6,5.2,0.4,5.5,5.4,1.6,8.1,2.5,7.6,8.9
BA,Economics,Copywriter,1.3,6.7,1.4,9.4,8.1,0.2,6.4,0.7,6.9,1.0,9.5,1.4,9.2,8.6
BA,Economics,Social Media Manager,4.6,0.9,0.4,6.6,0.2,7.1,5.9,1.2,2.3,3.2,3.9,2.6,1.0,4.6
BArch,Architecture,Building Inspector,7.9,7.1,8.3,7.0,4.8,5.0,2.3,5.1,6.9,7.0,7.9,1.6,6.5,8.7
BArch,Interior Design,Historic Preservationist,4.7,9.9,5.6,7.6,3.5,4.8,7.2,9.6,2.7,4.9,8.0,8.4,8.5,6.8
BSA,Space Technology,Space Musician,9.2,11.1,5.7,2.2,8.0,5.4,8.0,6.1,8.0,4.2,3.7,8.6,2.9,3.8
BArch,Landscape Architecture,Real Estate Developer,1.1,5.5,0.2,4.7,4.8,6.8,8.5,2.9,2.6,8.3,5.5,0.8,7.2,0.2
BE or BTech,Mechanical Engineering,Electrical Engineer,9.9,0.4,9.3,5.8,7.5,0.3,7.5,4.8,8.7,2.6,6.1,5.3,1.7,4.5
BSc,Mathematics,Forensic Scientist,2.8,5.1,4.5,9.0,6.1,5.0,6.4,9.3,4.0,1.4,4.2,8.2,6.5,9.6
BEd,Elementary Education,School Librarian,5.6,0.0,3.2,5.1,5.6,2.0,9.7,6.7,3.8,6.9,8.3,9.8,7.5,2.7
BSc,Biology,Environmental Scientist,6.5,4.4,4.2,5.7,6.3,4.2,3.7,1.3,5.0,5.4,2.2,2.6,1.3,1.8
BFA,Graphic Design,Graphic Designer,8.0,1.8,6.7,6.3,5.9,2.0,7.7,2.3,0.0,3.7,0.8,3.6,4.9,7.2
BFA,Graphic Design,Gallery Curator,2.7,5.4,5.4,9.9,1.2,3.9,2.5,8.3,6.5,9.3,8.5,2.8,5.1,3.2
BArch,Interior Design,Historic Preservationist,7.8,12.1,4.1,1.7,4.6,4.8,1.6,1.0,2.0,9.1,8.8,7.1,3.9,6.8
BCA,Information Technology,Cybersecurity Analyst,5.8,12.4,1.7,6.9,1.9,3.5,9.4,8.1,7.5,0.2,7.6,1.2,2.7,7.8
BCom,Finance,Investment Analyst,9.4,10.4,2.2,5.4,4.8,2.1,7.9,6.9,8.8,1.8,4.7,2.6,0.1,7.6
BFA,Sculpture,Graphic Designer,3.9,0.9,9.3,1.1,1.3,1.4,2.1,0.0,8.8,4.4,5.2,3.4,1.3,6.6
BE or BTech,Electrical Engineering,Aerospace Engineer,3.9,10.5,3.8,8.1,4.3,6.0,7.7,4.8,2.6,3.7,1.3,1.5,4.9,1.1
BEd,Early Childhood Education,Curriculum Developer,1.2,2.3,0.4,5.3,1.8,6.2,5.5,5.1,3.0,5.2,2.6,7.8,4.3,6.2
BE or BTech,Mechanical Engineering,Biomedical Engineer,3.8,9.9,2.1,2.8,6.2,2.0,5.2,1.8,0.5,0.1,9.1,7.8,2.9,8.6
BArch,Urban Planning,Architect,9.0,1.7,8.5,0.3,1.8,0.3,8.2,1.5,3.4,3.0,7.1,9.1,8.8,8.9
BFA,Painting,Film and Video Editor,7.5,0.1,9.0,0.5,4.6,1.9,0.9,6.5,2.1,6.2,1.9,7.3,1.2,2.6
BSc,Biology,Data Analyst,9.1,8.7,1.0,2.9,5.8,2.7,9.2,0.9,1.1,9.3,1.5,9.7,4.8,5.3
BEd,Early Childhood Education,Education Consultant,3.4,11.3,0.1,7.7,10.0,3.1,9.6,8.3,7.6,3.7,3.5,1.0,7.6,8.9
BCA,Computer Applications,Computer Programmer,8.1,2.9,5.4,7.3,8.3,5.4,2.5,9.0,5.6,3.7,7.2,6.3,7.9,1.7
BBA,Business Administration,Business Development Manager,8.3,0.6,5.0,2.9,7.1,6.7,8.5,7.4,1.5,8.2,1.1,7.4,8.5,4.1
BSA,Space Technology,Exoplanetary Geologist,3.7,8.6,9.5,8.3,2.1,7.5,5.9,6.1,4.6,8.9,4.0,0.5,3.0,1.4
BCA,Information Technology,Game Developer,3.4,2.3,0.2,8.7,4.3,0.8,5.0,3.3,1.0,4.9,9.5,4.0,9.7,9.6
BFA,Painting,Gallery Curator,1.1,12.8,9.9,0.8,5.9,1.8,4.1,7.2,5.4,8.2,6.9,9.0,8.2,5.5
BSA,Space Engineering,Spacecraft Designer,2.4,9.8,9.3,4.5,3.3,0.7,6.8,8.1,6.7,6.9,0.1,5.9,0.9,6.8
BA,History,Public Relations Specialist,2.5,7.9,5.6,9.9,0.9,2.2,7.0,8.4,6.2,2.5,3.4,5.7,1.6,2.9
BEd,Special Education,Education Administrator,6.4,5.6,8.6,0.5,8.9,7.1,2.2,0.6,9.1,7.6,5.2,1.0,3.6,8.1
BSA,Space Technology,Spacecraft Designer,8.6,10.7,5.4,8.7,1.5,5.3,7.5,3.0,8.9,3.2,2.9,5.1,9.5,0.2
BFA,Sculpture,Animator,4.9,12.4,2.8,7.5,1.8,4.4,7.8,0.2,6.9,1.7,8.3,9.4,6.0,7.4
BArch,Landscape Architecture,Real Estate Developer,5.5,13.5,5.4,1.8,6.2,0.5,3.4,2.5,8.9,4.0,2.2,9.3,5.3,4.3
BE or BTech,Mechanical Engineering,Network Engineer,7.3,7.1,5.7,7.1,0.8,8.2,6.9,9.8,8.2,0.5,7.4,2.7,9.9,6.3
BSc,Biology,Forensic Scientist,5.4,5.2,8.9,7.8,3.0,7.6,8.4,3.6,4.1,0.6,9.3,4.0,1.7,2.2
BSA,Astronomy,Cosmic Philosopher,4.5,13.9,0.1,1.6,0.8,6.6,7.3,2.7,6.4,8.1,2.3,2.5,3.6,1.2
BE or BTech,Computer Science,Chemical Engineer,7.6,12.5,5.3,6.2,2.0,1.3,7.6,1.8,8.5,2.4,1.9,4.9,1.7,5.2
BA,Economics,Event Planner,7.9,1.3,2.1,2.3,8.4,9.1,3.3,6.3,3.2,9.2,1.9,9.8,0.3,9.3
BCom,Marketing,Tax Consultant,6.6,8.2,6.8,0.6,0.7,0.5,7.5,0.2,2.5,1.9,3.4,9.3,7.3,4.1
BSA,Astrophysics,Exoplanetary Geologist,7.1,9.1,8.2,7.4,5.8,3.8,9.3,0.0,6.5,7.2,0.0,2.9,9.2,5.0
BEd,Elementary Education,Teacher,2.8,1.7,0.5,3.8,8.0,1.2,0.5,9.0,1.4,0.8,8.2,2.9,5.0,9.3
BSc,Physics,Biomedical Engineer,7.0,10.0,4.0,3.1,2.6,0.1,1.2,8.0,2.1,5.9,3.1,7.8,3.0,6.5
BSA,Space Technology,Galactic Historian,4.5,0.3,0.4,4.2,9.0,2.9,2.6,10.0,2.0,0.6,0.7,3.1,6.0,0.8
BA,Economics,Customer Service Representative,1.5,7.9,7.8,5.3,5.0,1.5,5.0,4.0,5.0,2.1,9.0,5.1,5.7,4.9
BEd,Elementary Education,School Counselor,3.4,10.6,1.7,7.8,7.9,9.0,5.2,3.8,5.1,3.5,1.8,3.0,8.2,1.8
BEd,Secondary Education,Special Education Teacher,9.6,3.0,5.0,9.2,5.8,8.5,3.0,7.8,8.2,1.3,2.0,5.1,4.7,9.7
BA,Economics,Fundraiser,9.1,14.6,8.6,5.5,5.4,6.4,1.4,2.3,6.6,5.5,7.9,9.6,8.9,5.6
BFA,Graphic Design,Animator,9.9,6.9,0.7,3.4,0.5,5.2,4.1,7.6,5.3,9.0,4.1,7.4,3.4,0.1
BA,Economics,Marketing Coordinator,5.5,8.3,4.7,5.5,8.4,1.6,0.6,6.0,8.5,3.5,5.7,1.3,3.3,9.0
BCom,Finance,E-commerce Manager,9.3,1.1,6.2,5.7,0.3,3.4,5.4,9.8,9.7,9.3,1.7,2.7,7.8,3.9
BCom,Accounting,E-commerce Manager,3.5,10.0,2.8,1.7,1.4,4.6,9.0,8.0,8.2,6.2,3.5,0.4,1.6,2.7
BBA,Entrepreneurship,Sales Manager,8.3,12.3,7.2,2.2,8.3,6.7,8.0,1.2,0.8,6.3,7.8,7.3,3.2,3.1
BBA,Entrepreneurship,Project Manager,5.7,7.4,9.6,4.8,6.7,8.3,6.6,1.2,7.3,9.4,5.3,7.5,6.3,2.1
BSc,Mathematics,Research Scientist,8.9,9.7,5.1,8.1,6.0,9.6,0.9,4.6,4.2,8.2,9.5,4.9,0.5,3.5
BEd,Early Childhood Education,Tutor,7.4,9.7,8.7,2.2,8.7,2.9,2.5,7.6,0.8,1.8,2.8,1.6,2.7,2.2
BBA,Entrepreneurship,Human Resources Manager,8.9,10.0,5.2,1.8,6.0,4.4,7.9,5.8,6.1,5.1,9.4,5.1,0.3,7.3
BArch,Architecture,Sustainability Consultant,9.4,13.8,9.8,1.6,2.5,5.5,3.8,2.8,9.7,9.8,4.0,4.5,5.8,0.2
BA,Psychology,Event Planner,4.3,14.3,4.5,7.1,4.2,7.7,7.3,6.9,2.3,0.5,5.5,3.2,0.7,2.5
BE or BTech,Civil Engineering,Aerospace Engineer,3.7,5.0,4.7,6.3,8.9,1.3,4.7,3.5,6.6,9.0,0.4,5.3,1.1,9.5
BEd,Elementary Education,Instructional Designer,8.1,3.5,6.2,7.0,5.3,5.8,3.2,4.9,2.7,7.9,8.7,0.2,1.0,3.8
BCom,Marketing,Financial Analyst,2.3,0.8,4.6,0.8,4.2,0.8,8.5,5.2,0.7,6.6,5.8,9.9,3.8,2.8
BEd,Secondary Education,Instructional Designer,6.6,13.1,5.3,9.8,6.9,4.7,0.8,7.2,9.9,7.2,8.3,9.8,0.4,5.7
BCA,Computer Applications,Computer Programmer,6.0,8.3,2.7,6.1,4.6,9.5,9.4,6.3,3.5,0.2,2.0,5.6,9.0,8.2
BSc,Biology,Data Analyst,8.8,11.8,2.2,6.0,4.7,3.2,0.9,9.5,3.6,5.1,5.8,9.3,9.2,0.6
BCA,Computer Applications,IT Consultant,8.7,9.5,3.0,6.3,3.5,7.1,0.7,6.5,9.4,9.3,9.9,7.1,9.3,2.8
BE or BTech,Mechanical Engineering,Civil Engineer,5.7,14.5,8.7,4.2,3.3,0.1,7.7,3.4,4.1,8.3,8.7,2.7,8.0,7.1
BBA,Human Resource Management,Supply Chain Manager,2.6,8.5,5.2,4.1,4.5,0.3,3.1,5.6,1.2,2.3,2.9,1.9,8.1,1.4
BCom,Marketing,Tax Consultant,7.3,12.1,0.3,0.6,2.2,1.0,6.3,5.1,6.2,4.7,9.7,7.6,9.7,3.8
BE or BTech,Mechanical Engineering,Chemical Engineer,6.7,0.6,8.2,7.2,6.4,7.1,1.4,5.5,1.4,9.1,2.5,9.4,8.4,2.7
BSA,Space Technology,Exoplanetary Geologist,7.1,14.6,8.0,7.2,0.0,8.4,5.6,1.5,4.3,5.5,3.4,3.4,1.0,0.9
BSc,Biology,Lab Technician,7.1,2.4,8.5,3.0,2.3,8.6,7.5,6.0,1.0,1.9,6.0,1.1,4.4,9.5
BEd,Early Childhood Education,ESL Teacher,8.1,0.3,8.8,6.3,0.2,3.7,1.1,7.6,3.8,0.1,0.4,4.4,5.0,6.5
BSc,Chemistry,Statistician,3.2,2.0,6.3,6.7,7.9,6.0,6.8,0.5,2.8,1.1,1.6,6.8,8.2,1.7
BCA,Software Engineering,Game Developer,7.2,6.3,9.6,1.2,4.3,5.4,3.8,2.4,7.8,9.5,7.3,2.0,1.4,3.2
BBA,Business Administration,Project Manager,7.8,11.0,5.4,4.7,9.4,4.9,9.5,9.6,5.9,0.6,2.6,1.9,3.6,1.1
BSA,Space Engineering,Space Musician,7.5,10.7,4.8,8.3,4.5,2.2,8.0,2.5,9.1,4.7,7.4,8.0,6.3,9.0
BArch,Architecture,Real Estate Developer,9.4,7.1,1.7,9.5,5.1,3.8,2.2,1.3,4.0,9.0,1.3,6.6,1.5,8.0
BArch,Urban Planning,Construction Manager,6.6,11.7,9.1,3.9,6.4,0.2,4.9,4.8,9.4,4.5,8.7,6.8,9.3,2.1
BSA,Space Technology,Intergalactic Diplomat,3.0,7.5,0.7,6.6,3.1,7.1,5.4,9.2,2.0,8.9,5.0,6.2,6.2,7.8
BBA,Entrepreneurship,Management Consultant,9.9,12.5,3.6,8.8,7.3,9.5,5.8,9.9,0.6,7.0,4.1,6.7,7.7,5.0
BArch,Architecture,Interior Designer,5.8,12.0,5.5,6.7,1.8,1.5,3.1,9.3,4.4,1.8,8.4,4.3,6.3,4.8
BArch,Urban Planning,Sustainability Consultant,9.6,8.7,9.3,4.2,1.7,3.5,5.9,3.5,0.7,2.6,1.2,5.4,3.6,5.3
BSA,Space Technology,Interstellar Photographer,8.3,3.5,9.9,4.4,8.5,9.2,6.1,9.0,0.3,5.7,3.9,1.6,4.0,5.5
BEd,Early Childhood Education,Education Administrator,9.4,5.0,3.0,8.4,1.9,4.3,9.0,4.9,9.0,1.4,0.6,3.6,1.6,6.4
BSA,Space Engineering,Space Musician,5.4,7.4,2.8,5.6,8.8,0.9,6.6,3.8,1.5,4.9,5.2,5.1,1.5,3.0
BCA,Web Development,Web Developer,2.1,10.6,0.0,9.1,4.4,5.2,4.0,6.0,1.3,4.7,5.1,1.4,2.8,1.4
BSA,Space Engineering,Spacecraft Designer,7.9,7.7,1.3,2.2,2.7,0.3,8.2,2.6,8.2,8.6,6.0,8.5,7.8,6.5
BBA,Entrepreneurship,Marketing Manager,9.7,14.0,3.6,1.3,4.9,5.7,2.2,6.2,0.3,3.8,9.1,1.5,2.2,4.4
BSA,Astronomy,Intergalactic Diplomat,4.1,11.5,1.2,6.4,4.9,1.0,9.5,1.4,3.0,1.2,3.3,3.6,9.3,7.9
BBA,International Business,Financial Analyst,3.7,8.0,2.1,0.8,1.8,3.7,7.1,6.8,3.7,9.2,9.1,3.8,8.8,2.3
BEd,Early Childhood Education,Tutor,6.3,6.6,5.0,4.4,7.3,2.9,1.3,8.8,4.9,6.1,2.3,3.6,1.8,3.5
BCom,Management,E-commerce Manager,1.0,7.0,2.9,0.2,6.7,1.2,1.2,3.7,2.3,3.3,7.1,3.1,8.3,3.7
BSA,Space Engineering,Intergalactic Diplomat,7.0,10.6,4.3,5.6,0.1,4.0,1.4,7.5,8.4,3.5,7.4,1.0,4.5,0.0
BEd,Secondary Education,Instructional Designer,9.4,7.2,9.8,6.9,6.6,0.2,4.4,8.5,3.6,4.0,8.0,3.4,0.1,7.0
BSA,Astronomy,Astro-Ethnographer,2.8,9.0,8.0,0.5,6.5,9.9,2.7,2.0,9.3,7.9,9.1,6.2,5.0,2.7
BSc,Biology,Biomedical Engineer,3.2,9.7,1.8,9.4,7.5,7.6,4.8,6.6,7.8,1.4,8.7,8.7,9.7,8.0
BBA,Human Resource Management,Entrepreneur,6.9,14.2,2.3,5.8,2.9,8.6,6.7,7.7,9.2,4.1,6.9,7.7,4.0,6.7
BFA,Painting,Art Teacher,1.6,7.6,6.7,7.3,2.2,1.2,2.9,7.1,4.4,8.4,9.4,5.7,8.7,7.7
BA,History,Social Media Manager,1.9,0.8,6.1,3.5,5.3,2.8,7.1,5.1,2.4,4.4,1.2,6.9,1.9,7.0
BSA,Space Engineering,Space Musician,4.2,1.6,9.5,6.0,0.2,3.0,4.9,6.8,5.1,6.3,1.6,7.4,9.6,9.3
BSA,Space Technology,Space Artist,8.5,5.0,6.7,4.0,7.3,1.4,2.2,9.6,7.3,1.5,3.7,0.0,5.2,4.3
BE or BTech,Mechanical Engineering,Electrical Engineer,2.1,4.7,5.7,2.4,4.4,5.9,6.4,8.4,9.9,1.0,2.3,9.9,9.8,5.7
BCom,Marketing,Business Consultant,5.7,4.1,2.2,1.4,1.0,4.8,8.8,1.0,4.5,9.2,7.9,5.5,4.8,5.4
BCA,Software Engineering,Computer Programmer,7.1,5.8,9.2,2.0,3.3,0.1,4.7,2.3,3.6,0.7,8.5,6.6,7.1,5.1
BA,English Literature,Social Media Manager,4.7,9.1,6.0,2.6,1.4,6.7,0.9,2.1,6.6,7.8,2.9,10.0,6.9,5.9
BSA,Space Engineering,Space Artist,3.0,4.3,5.4,4.1,4.8,0.6,8.0,2.2,1.8,3.6,10.0,8.6,3.9,3.5
BEd,Secondary Education,Special Education Teacher,9.7,2.4,9.8,0.6,7.0,5.1,8.2,7.8,5.2,9.4,0.9,8.7,6.4,3.6
BCom,Finance,Financial Analyst,6.0,1.0,4.5,2.7,9.8,1.9,4.8,3.3,6.7,2.8,9.8,9.3,1.9,5.6
BE or BTech,Computer Science,Biomedical Engineer,2.5,12.7,8.9,5.5,6.0,2.5,5.7,1.7,3.9,0.9,7.2,3.8,4.1,6.6
BCom,Marketing,Tax Consultant,5.0,1.8,7.0,4.6,0.2,9.6,5.6,5.8,5.7,3.5,8.2,8.0,9.3,0.2
BFA,Sculpture,Gallery Curator,8.8,4.0,2.1,1.9,6.1,7.5,8.0,1.5,6.9,6.0,7.0,7.9,4.5,9.4
BEd,Secondary Education,Education Administrator,6.4,14.9,8.3,8.3,8.5,3.8,1.0,4.5,0.1,4.3,7.3,3.9,5.2,2.0
BE or BTech,Electrical Engineering,Mechanical Engineer,7.5,10.2,4.8,4.8,3.8,7.5,6.1,8.6,4.1,5.2,8.1,9.5,7.2,6.2
BFA,Fine Arts,Photographer,8.4,4.1,0.9,7.7,2.9,9.5,9.1,9.0,5.9,0.8,6.7,0.4,1.1,9.8
BArch,Interior Design,Interior Designer,7.5,5.5,2.7,5.3,1.0,2.7,1.6,0.9,1.2,6.6,0.2,2.1,8.3,6.9
BEd,Secondary Education,Teacher,8.6,14.6,5.7,10.0,3.1,5.5,4.9,3.0,4.5,1.2,2.3,3.0,6.7,6.9
BFA,Fine Arts,Film and Video Editor,9.9,3.0,0.6,1.3,3.3,1.4,3.7,8.9,9.6,2.2,7.1,2.2,9.1,5.7
BCom,Marketing,Financial Analyst,5.3,2.6,5.7,4.7,4.4,6.7,8.0,0.6,4.6,6.2,2.4,9.1,4.2,1.6
BCom,Management,Risk Analyst,4.2,10.9,9.6,1.5,4.0,6.1,0.2,9.1,6.7,7.3,5.1,7.1,7.0,1.1
BFA,Graphic Design,Interior Designer,2.8,9.2,8.3,9.7,8.7,7.7,6.0,0.2,5.0,9.3,3.1,5.9,5.8,3.0
BCA,Information Technology,Cybersecurity Analyst,1.1,0.0,2.6,3.6,9.4,2.5,2.8,3.1,0.1,9.2,1.6,4.6,5.5,6.2
BE or BTech,Computer Science,Chemical Engineer,3.7,5.7,5.2,8.6,5.4,6.2,4.3,6.2,8.3,9.9,4.8,2.1,0.1,9.2
